dataset,series_id,x,wear_mm,predicted_wear_mm,residual_mm
NUAA,W5,3.2595199999999998,0.2100000001795408,0.1929092365783264,0.017090763601214393
NUAA,W5,4.92338,0.2100000000848325,0.20423807216444678,0.005761927920385712
NUAA,W5,6.626290000000001,0.2200000003785476,0.21444416447409126,0.005555835904456352
NUAA,W5,8.106174999999999,0.2200000000000008,0.2225510226234958,-0.0025510226234949918
NUAA,W5,9.15222,0.2200000000000287,0.22795650793021252,-0.00795650793018382
NUAA,W6,0.0,0.0865377445802467,0.08653778677401126,-4.21937645656012e-08
NUAA,W6,1.0039700000000003,0.1099958757218318,0.10833230173975751,0.0016635739820742845
NUAA,W6,2.53033,0.1149992438053285,0.12572450891780032,-0.010725265112471821
NUAA,W6,4.043105,0.1200000086645176,0.1392993827330407,-0.019299374068523112
NUAA,W6,5.531735,0.1250264209843548,0.15091403319079577,-0.02588761220644098
NUAA,W6,7.085705,0.1401542838756046,0.16186748420433916,-0.021713200328734555
NUAA,W6,8.309619999999999,0.1548355300140057,0.16988364649961324,-0.015048116485607527
NUAA,W6,9.805235,0.1599999962375352,0.17911454102037422,-0.019114544782839027
NUAA,W6,11.334620000000001,0.1700995679994255,0.1880348851490293,-0.017935317149603808
NUAA,W6,12.854104999999997,0.1901284042665345,0.19647092437934782,-0.006342520112813332
NUAA,W6,14.351755,0.2146816790523195,0.2044356226267684,0.010246056425551098
NUAA,W6,15.85771,0.2300000099759007,0.21214351660889058,0.017856493367010118
NUAA,W6,17.345955,0.2400298558413153,0.21950197124189935,0.020527884599415958
NUAA,W6,18.757035,0.2553631729338995,0.22626846947759954,0.029094703456299942
NUAA,W7,0.0,0.0758517909308511,0.07585187322831077,-8.22974596664805e-08
NUAA,W7,1.6699099999999991,0.085001676274057,0.13456423561649566,-0.04956255934243867
NUAA,W7,3.381125,0.0900000000000022,0.16772144588430216,-0.07772144588429995
NUAA,W7,5.047515,0.1649451759121449,0.19432349539655341,-0.029378319484408527
NUAA,W7,6.812849999999999,0.2449768854259969,0.21916322716559028,0.02581365826040663
NUAA,W7,8.505309999999998,0.2550053070450557,0.24083443084860562,0.014170876196450077
NUAA,W7,10.219825000000002,0.280002682246859,0.26122846465025934,0.01877421759659964
NUAA,W7,11.932195,0.3000000000000423,0.28038015170196634,0.019619848298075948
NUAA,W8,0.0,0.0839014886495303,0.0839015295201703,-4.087063999735907e-08
NUAA,W8,1.6955400000000003,0.1017097190073083,0.11334255134052272,-0.011632832333214424
NUAA,W8,3.36248,0.1188731403693272,0.12936604201105067,-0.010492901641723479
NUAA,W8,5.064455000000001,0.1398178550114088,0.14286225898283708,-0.0030444039714282722
NUAA,W8,6.7155000000000005,0.1489007678747748,0.1544258049287583,-0.005525037053983495
NUAA,W8,8.409115,0.1628092293738541,0.1652459694097844,-0.002436740035930307
NUAA,W8,10.064450000000003,0.1787370624851241,0.17507262943449825,0.0036644330506258593
NUAA,W8,11.717585,0.1929300919729634,0.18431125377355873,0.008618838199404677
NUAA,W8,13.335795000000001,0.2064496616619702,0.19290288941835743,0.013546772243612781
NUAA,W8,15.195675000000001,0.2221669204282988,0.20231967803715978,0.019847242391139025
NUAA,W8,17.05836,0.2426248985040502,0.2113367730224256,0.0312881254816246
NUAA,W8,18.608919999999998,0.2581703417265271,0.21857119163397765,0.03959915009254944
NUAA,W8,20.469955000000002,0.2743572617180311,0.2269694605200656,0.047387801197965485
NUAA,W8,22.330495,0.278565587246249,0.23509079954977224,0.04347478769647678
NUAA,W8,24.175085,0.2799987948981544,0.24290175833096034,0.03709703656719404
NUAA,W8,26.03964,0.281371522451777,0.2505788652230271,0.03079265722874991
NUAA,W8,27.90051,0.284999880272086,0.2580429521237066,0.02695692814837941
NUAA,W8,29.76512,0.2886341901097337,0.26534167723055574,0.02329251287917794
NUAA,W8,31.59772,0.2899948220936311,0.27235399174859054,0.017640830345040548
NUAA,W8,33.436095,0.2900000000000031,0.2792406056816621,0.010759394318340998
NUAA,W8,35.247904999999996,0.2900000000000028,0.2858935854443028,0.004106414555699989
NUAA,W8,37.05537,0.2900000000000026,0.2924072156197097,-0.002407215619707137
NUAA,W8,38.87262499999999,0.2900048916444913,0.2988401049835601,-0.008835213339068837
NUAA,W8,40.71649999999999,0.2913731116138268,0.305255873345935,-0.013882761732108229
NUAA,W8,42.57615999999999,0.2949994773999964,0.3116199141431562,-0.016620436743159828
NUAA,W8,44.44230999999999,0.2986371036403106,0.31790485973982674,-0.019267756099516142
NUAA,W8,46.30037499999998,0.3000002245919483,0.324067478348408,-0.024067253756459683
NUAA,W8,48.157835,0.3013749510261464,0.3301384140847558,-0.028763463058609384
NUAA,W8,50.018759999999986,0.3050311778381022,0.3361354694524198,-0.031104291614317603
NUAA,W8,51.87902499999999,0.3088827049121251,0.34204945785554874,-0.03316675294342364
NUAA,W8,53.74451499999999,0.3127480572846151,0.3479027485254343,-0.035154691240819214
NUAA,W9,0.0,0.0749958958131854,0.0749959432817823,-4.746859690041294e-08
NUAA,W9,1.4342899999999998,0.0849971444225325,0.10574457540992184,-0.020747430987389334
NUAA,W9,2.78256,0.10499435854796,0.1218220602672997,-0.0168277017193397
NUAA,W9,4.102945,0.1249984103124008,0.13490957614482285,-0.009911165832422048
NUAA,W9,5.567375,0.144987003419801,0.14771595290318504,-0.0027289494833840355
NUAA,W9,6.820604999999999,0.1700006397672061,0.15771663087013252,0.012284008897073595
NUAA,W9,8.054585,0.1800000000000388,0.16692441078261222,0.013075589217426575
PHM2010,c1,0.0,0.03964351880333333,0.039643522851030885,-4.0476975521341885e-09
PHM2010,c1,1.0,0.041735506506666666,0.04234281900004273,-0.0006073124933760679
PHM2010,c1,2.0,0.043703867486666666,0.04387071576715197,-0.0001668482804853058
PHM2010,c1,3.0,0.04559752512,0.04513897737504205,0.0004585477449579531
PHM2010,c1,4.0,0.04744376056999999,0.046263454664006054,0.0011803059059939391
PHM2010,c1,5.0,0.04922414953333333,0.04729183426136491,0.001932315271968424
PHM2010,c1,6.0,0.050940638979999994,0.04824959597008839,0.0026910430099116034
PHM2010,c1,7.0,0.052595127443333334,0.0491523594234702,0.003442768019863131
PHM2010,c1,8.0,0.054189466176666666,0.05001056608656017,0.004178900090106498
PHM2010,c1,9.0,0.05572546025,0.05083162783625321,0.004893832413746788
PHM2010,c1,10.0,0.05720486968,0.0516210439122232,0.005583825767776801
PHM2010,c1,11.0,0.05862941046999999,0.05238303557276415,0.00624637489723584
PHM2010,c1,12.0,0.06000075567666667,0.05312093169503194,0.006879823981634732
PHM2010,c1,13.0,0.06132053642666667,0.05383741567131033,0.007483120755356336
PHM2010,c1,14.0,0.06259034291999999,0.05453469031803881,0.008055652601961179
PHM2010,c1,15.0,0.06381172538666666,0.05521459192599307,0.00859713346067359
PHM2010,c1,16.0,0.06498619508,0.055878671474697605,0.009107523605302398
PHM2010,c1,17.0,0.06611522516333333,0.056528253921000346,0.009586971242332987
PHM2010,c1,18.0,0.06720025165333333,0.05716448241919393,0.010035769234139402
PHM2010,c1,19.0,0.06824267429000001,0.05778835192424861,0.010454322365751403
PHM2010,c1,20.0,0.06924385740999998,0.0584007351500306,0.010843122259969383
PHM2010,c1,21.0,0.0702051308,0.059002402915832405,0.011202727884167596
PHM2010,c1,22.0,0.07112779050666668,0.05959404030290708,0.011533750203759595
PHM2010,c1,23.0,0.07201309966999998,0.060176259634436895,0.011836840035563088
PHM2010,c1,24.0,0.07286228928333333,0.060749611013962666,0.01211267826937066
PHM2010,c1,25.0,0.07367655898333332,0.06131459096376791,0.012361968019565413
PHM2010,c1,26.0,0.07445707780333334,0.061871649567822255,0.012585428235511086
PHM2010,c1,27.0,0.07520507849333333,0.06242119642552722,0.012783882067806104
PHM2010,c1,28.0,0.07594243447333333,0.06296360565080684,0.01297882882252649
PHM2010,c1,29.0,0.07666800439333332,0.06349922009812742,0.013168784295205904
PHM2010,c1,30.0,0.07738074463333333,0.06402835495743948,0.013352389675893847
PHM2010,c1,31.0,0.07807970525333333,0.06455130083010478,0.013528404423228543
PHM2010,c1,32.0,0.07876402602,0.0650683263750091,0.0136956996449909
PHM2010,c1,33.0,0.07943293254333332,0.06557968059643107,0.013853251946902248
PHM2010,c1,34.0,0.08008573257,0.06608559483151805,0.014000137738481952
PHM2010,c1,35.0,0.08072181228000001,0.06658628448445661,0.014135527795543404
PHM2010,c1,36.0,0.08134063279666667,0.06708195054591298,0.01425868225075369
PHM2010,c1,37.0,0.08194172670333334,0.06757278092953935,0.014368945773793995
PHM2010,c1,38.0,0.08252469473999999,0.06805895165190375,0.014465743088096242
PHM2010,c1,39.0,0.08308920252,0.06854062787781218,0.014548574642187825
PHM2010,c1,40.0,0.08363497739333332,0.06901796484942614,0.014617012543907182
PHM2010,c1,41.0,0.08416180538000001,0.06949110871466722,0.014670696665332786
PHM2010,c1,42.0,0.08466952820666666,0.06996019726800834,0.014709330938658324
PHM2010,c1,43.0,0.08515804041333333,0.07042536061477724,0.014732679798556095
PHM2010,c1,44.0,0.08562728657333334,0.07088672176845942,0.014740564804873915
PHM2010,c1,45.0,0.08607725856999998,0.07134439718912333,0.01473286138087665
PHM2010,c1,46.0,0.08650799298666668,0.07179849726994667,0.01470949571672002
PHM2010,c1,47.0,0.08691956854333334,0.07224912677786337,0.014670441765469971
PHM2010,c1,48.0,0.08731210365333333,0.07269638525353855,0.01461571839979478
PHM2010,c1,49.0,0.08768575403333334,0.0731403673751927,0.014545386658140647
PHM2010,c1,50.0,0.08804071039,0.07358116329021139,0.014459547099788611
PHM2010,c1,51.0,0.08837719619333331,0.07401885891797857,0.014358337275354738
PHM2010,c1,52.0,0.08869546552333332,0.07445353622694448,0.014241929296388844
PHM2010,c1,53.0,0.08899580098,0.07488527348857207,0.014110527491427924
PHM2010,c1,54.0,0.08927851165999999,0.07531414551049079,0.013964366149509203
PHM2010,c1,55.0,0.08954393123666667,0.07574022385091193,0.013803707385754732
PHM2010,c1,56.0,0.08979241605999999,0.07616357701612486,0.01362883904387513
PHM2010,c1,57.0,0.09002434336,0.07658427064268611,0.013440072717313886
PHM2010,c1,58.0,0.09024010948333334,0.0770023676657351,0.01323774181759825
PHM2010,c1,59.0,0.09044012823666667,0.07741792847471331,0.01302219976195336
PHM2010,c1,60.0,0.09062482924666666,0.07783101105762656,0.012793818189040101
PHM2010,c1,61.0,0.09079465640666667,0.07824167113486989,0.012552985271796782
PHM2010,c1,62.0,0.09095006638,0.07864996228352841,0.012300104096471587
PHM2010,c1,63.0,0.09109152714333334,0.07905593605297428,0.012035591090359052
PHM2010,c1,64.0,0.09121951663333333,0.07945964207249762,0.011759874560835715
PHM2010,c1,65.0,0.09133452137999999,0.07986112815163568,0.011473393228364312
PHM2010,c1,66.0,0.09143703524666667,0.08026044037380026,0.011176594872866416
PHM2010,c1,67.0,0.09152755821333333,0.0806576231837455,0.01086993502958783
PHM2010,c1,68.0,0.09160659519666665,0.0810527194693671,0.010553875727299558
PHM2010,c1,69.0,0.09167465492333333,0.08144577063827788,0.010228884285055459
PHM2010,c1,70.0,0.09173224887333334,0.08183681668956419,0.009895432183769148
PHM2010,c1,71.0,0.09177989023,0.0822258962810908,0.009553993948909198
PHM2010,c1,72.0,0.09181809293333333,0.08261304679268891,0.009205046140644421
PHM2010,c1,73.0,0.09184737072666667,0.08299830438553296,0.008849066341133707
PHM2010,c1,74.0,0.09186823626666667,0.08338170405798478,0.008486532208681882
PHM2010,c1,75.0,0.09188120029333334,0.08376327969816039,0.008117920595172953
PHM2010,c1,76.0,0.09188688229333333,0.08414306413345236,0.007743818159880969
PHM2010,c1,77.0,0.09188839743999999,0.08452108917722236,0.007367308262777636
PHM2010,c1,78.0,0.09188839743999999,0.08489738567285948,0.006991011767140509
PHM2010,c1,79.0,0.09188839743999999,0.08527198353538532,0.006616413904614676
PHM2010,c1,80.0,0.09188839743999999,0.08564491179077136,0.006243485649228636
PHM2010,c1,81.0,0.09188839743999999,0.08601619861312151,0.0058721988268784775
PHM2010,c1,82.0,0.09188839743999999,0.08638587135986067,0.005502526080139319
PHM2010,c1,83.0,0.09188839743999999,0.086753956605059,0.005134440834940995
PHM2010,c1,84.0,0.09188839743999999,0.08712048017101215,0.004767917268987842
PHM2010,c1,85.0,0.09188839743999999,0.08748546715818836,0.004402930281811629
PHM2010,c1,86.0,0.09188839743999999,0.08784894197364465,0.004039455466355341
PHM2010,c1,87.0,0.09188839743999999,0.08821092835800784,0.003677469081992152
PHM2010,c1,88.0,0.09188839743999999,0.08857144941110814,0.0033169480288918474
PHM2010,c1,89.0,0.09188839743999999,0.08893052761634707,0.0029578698236529255
PHM2010,c1,90.0,0.09188839743999999,0.08928818486387599,0.0026002125761240003
PHM2010,c1,91.0,0.09188839743999999,0.08964444247265557,0.0022439549673444192
PHM2010,c1,92.0,0.09188839743999999,0.08999932121146205,0.001889076228537942
PHM2010,c1,93.0,0.09188839743999999,0.09035284131890148,0.0015355561210985136
PHM2010,c1,94.0,0.09188839743999999,0.09070502252248877,0.0011833749175112207
PHM2010,c1,95.0,0.09188839743999999,0.09105588405684496,0.0008325133831550285
PHM2010,c1,96.0,0.09188839743999999,0.09140544468106199,0.0004829527589380045
PHM2010,c1,97.0,0.09188839743999999,0.09175372269528168,0.00013467474471831609
PHM2010,c1,98.0,0.09188839743999999,0.09210073595653187,-0.00021233851653187918
PHM2010,c1,99.0,0.09188839743999999,0.0924465018938605,-0.0005581044538605084
PHM2010,c1,100.0,0.09199348548,0.09279103752280529,-0.000797552042805294
PHM2010,c1,101.0,0.09212454651333332,0.09313435945923465,-0.0010098129459013283
PHM2010,c1,102.0,0.09225519912666669,0.09347648393259317,-0.0012212848059264814
PHM2010,c1,103.0,0.09238528194333333,0.09381742679858264,-0.0014321448552493121
PHM2010,c1,104.0,0.09251464058333334,0.0941572035513082,-0.0016425629679748671
PHM2010,c1,105.0,0.09264312776000001,0.09449582933491682,-0.0018527015749168069
PHM2010,c1,106.0,0.09277060337333334,0.09483331895475405,-0.00206271558142071
PHM2010,c1,107.0,0.09289693457333333,0.09516968688806351,-0.0022727523147301892
PHM2010,c1,108.0,0.09302199581666666,0.09550494729425166,-0.0024829514775849965
PHM2010,c1,109.0,0.09314566891666667,0.09583911402473952,-0.002693445108072845
PHM2010,c1,110.0,0.09326784304333334,0.0961722006324216,-0.0029043575890882606
PHM2010,c1,111.0,0.09338841475666668,0.09650422038075118,-0.0031158056240845056
PHM2010,c1,112.0,0.09350728797333334,0.09683518625246963,-0.003327898279136293
PHM2010,c1,113.0,0.09362437397333333,0.09716511095799724,-0.0035407369846639086
PHM2010,c1,114.0,0.09373959135,0.09749400694350113,-0.003754415593501134
PHM2010,c1,115.0,0.09385286598,0.09782188639865565,-0.003969020418655642
PHM2010,c1,116.0,0.09396413094999999,0.09814876126410943,-0.0041846303141094415
PHM2010,c1,117.0,0.09407332650333335,0.09847464323867264,-0.004401316735339292
PHM2010,c1,118.0,0.09418039996333334,0.09879954378623726,-0.004619143822903918
PHM2010,c1,119.0,0.09428530563,0.09912347414244248,-0.004838168512442481
PHM2010,c1,120.0,0.09438800470333335,0.09944644532109653,-0.005058440617763185
PHM2010,c1,121.0,0.09448846516666667,0.099768468120366,-0.00528000295369932
PHM2010,c1,122.0,0.09458666167666668,0.10008955312874267,-0.005502891452075984
PHM2010,c1,123.0,0.09468257543666668,0.10040971073079799,-0.005727135294131311
PHM2010,c1,124.0,0.09477619407000001,0.10072895111273394,-0.0059527570427339305
PHM2010,c1,125.0,0.09487901865,0.10104728426773947,-0.006168265617739477
PHM2010,c1,126.0,0.09503217647000001,0.10136472000116054,-0.006332543531160528
PHM2010,c1,127.0,0.09518676599333334,0.1016812679354919,-0.006494501942158559
PHM2010,c1,128.0,0.09534278076333334,0.10199693751519798,-0.006654156751864634
PHM2010,c1,129.0,0.09550021455,0.10231173801137002,-0.0068115234613700115
PHM2010,c1,130.0,0.09565906132666667,0.10262567852622624,-0.006966617199559572
PHM2010,c1,131.0,0.09581931526666666,0.10293876799746168,-0.00711945273079502
PHM2010,c1,132.0,0.09598097074000002,0.10325101520245347,-0.007270044462453454
PHM2010,c1,133.0,0.09614402230666667,0.10356242876232774,-0.007418406455661067
PHM2010,c1,134.0,0.09630846470333335,0.10387301714589357,-0.007564552442560227
PHM2010,c1,135.0,0.09649096621333332,0.10418278867344936,-0.007691822460116043
PHM2010,c1,136.0,0.09671010317666666,0.10449175152046651,-0.007781648343799852
PHM2010,c1,137.0,0.09693286810666667,0.10479991372115545,-0.007867045614488782
PHM2010,c1,138.0,0.09715923479333333,0.10510728317191842,-0.007948048378585093
PHM2010,c1,139.0,0.09738917506,0.10541386763469358,-0.008024692574693584
PHM2010,c1,140.0,0.09762265881,0.10571967474019449,-0.00809701593019449
PHM2010,c1,141.0,0.09785965412666667,0.10602471199104886,-0.008165057864382194
PHM2010,c1,142.0,0.09810012732666666,0.10632898676484076,-0.0082288594381741
PHM2010,c1,143.0,0.09834404302000001,0.10663250631705946,-0.008288463297059456
PHM2010,c1,144.0,0.09859136424,0.10693527778395877,-0.008343913543958761
PHM2010,c1,145.0,0.09884205245,0.10723730818532998,-0.008395255735329982
PHM2010,c1,146.0,0.09909606759333334,0.10753860442719161,-0.008442536833858275
PHM2010,c1,147.0,0.09935336831333334,0.10783917330439924,-0.008485804991065896
PHM2010,c1,148.0,0.09961391176666666,0.10813902150317789,-0.00852510973651123
PHM2010,c1,149.0,0.09987765393333335,0.10843815560358025,-0.008560501670246898
PHM2010,c1,150.0,0.10014454956999999,0.10873658208187299,-0.008592032511873002
PHM2010,c1,151.0,0.10041455232999999,0.10903430731285402,-0.008619754982854028
PHM2010,c1,152.0,0.10068761468666666,0.10933133757210298,-0.008643722885436314
PHM2010,c1,153.0,0.10096368821333333,0.10962767903816739,-0.008663990824834059
PHM2010,c1,154.0,0.10124272353666668,0.10992333779468659,-0.008680614258019914
PHM2010,c1,155.0,0.10152467028666666,0.11021831983245577,-0.008693649545789106
PHM2010,c1,156.0,0.10180947743333332,0.11051263105143214,-0.008703153618098813
PHM2010,c1,157.0,0.10209709314666666,0.11080627726268513,-0.008709184116018467
PHM2010,c1,158.0,0.10238746486000001,0.11109926419029256,-0.00871179933029255
PHM2010,c1,159.0,0.10268053946666668,0.11139159747318465,-0.008711058006517974
PHM2010,c1,160.0,0.1029762632,0.11168328266693765,-0.008707019466937652
PHM2010,c1,161.0,0.1032745819,0.11197432524551867,-0.008699743345518679
PHM2010,c1,162.0,0.10357544086666667,0.11226473060298338,-0.008689289736316705
PHM2010,c1,163.0,0.1038787851,0.11255450405512814,-0.008675718955128142
PHM2010,c1,164.0,0.10418455926666667,0.11284365084109815,-0.008659091574431482
PHM2010,c1,165.0,0.10449270776666666,0.11313217612495281,-0.008639468358286148
PHM2010,c1,166.0,0.10480317480000001,0.11342008499719,-0.008616910197189992
PHM2010,c1,167.0,0.10511590439999999,0.11370738247623022,-0.00859147807623023
PHM2010,c1,168.0,0.10543084056666667,0.11399407350986229,-0.008563232943195623
PHM2010,c1,169.0,0.1057479272,0.1142801629766515,-0.008532235776651506
PHM2010,c1,170.0,0.10606710830000002,0.1145656556873116,-0.00849854738731158
PHM2010,c1,171.0,0.10638832793333335,0.11485055638604166,-0.008462228452708317
PHM2010,c1,172.0,0.10671153026666666,0.11513486975182892,-0.00842333948516226
PHM2010,c1,173.0,0.10703665963333332,0.11541860039971871,-0.00838194076638539
PHM2010,c1,174.0,0.10736366076666667,0.11570175288205252,-0.008338092115385845
PHM2010,c1,175.0,0.1076924786,0.11598433168967501,-0.008291853089675005
PHM2010,c1,176.0,0.10802305833333334,0.11626634125311111,-0.008243282919777772
PHM2010,c1,177.0,0.1083553457,0.11654778594371401,-0.008192440243714016
PHM2010,c1,178.0,0.10868928683333333,0.11682867007478491,-0.008139383241451581
PHM2010,c1,179.0,0.10902482840000001,0.11710899790266555,-0.008084169502665536
PHM2010,c1,180.0,0.10936191760000001,0.11738877362780396,-0.008026856027803952
PHM2010,c1,181.0,0.10970050223333334,0.11766800139579474,-0.007967499162461394
PHM2010,c1,182.0,0.11004053073333334,0.11794668529839406,-0.007906154565060719
PHM2010,c1,183.0,0.1103819523,0.11822482937451068,-0.007842877074510674
PHM2010,c1,184.0,0.11072471676666665,0.11850243761117324,-0.0077777208445065915
